a	um
formula	formel
formulary	formular
formulas	formel	formular
formulation	formulierung
fort	fort
forte	fort
forth	fort
fortran	fortran
fortress	fort
forts	fort	furt
fortune	fortune
fortunes	fortune
forty	fort	furt
forum	forum
fossil	fossil
fossils	fossil
foul	foul
foully	foul
fouls	foul
found	fund
four	foren
fourth	fort	furt
fowl	fohlen
fowled	fohlen
fowler	fohlen
fowls	fohlen
foyer	foyer
foyers	foyer
fraction	fraktion
fractions	fraktion
frag	fragen
fragment	fragment
fragments	fragment
franc	franken	franc
franca	franken
france	franken
franciscan	franziskaner
francisco	francisco
francs	franken
frank	franken
franked	franken	frankiert
franker	franken
frankfort	frankfurt
frankfurt	frankfurt	frankfurter
frankfurter	frankfurter
frankfurters	frankfurter
franking	franken
fraternization	fraternisation
frau	frau	frau	frau
frayed	fragen	frager
freak	freak
freed	friede	frieden
frenum	frieren
freon	freien
frequency	frequenz
frequent	frequentieren
frequentness	frequenz
frere	frieren
freres	frieren
fresco	freske
freud	freud	freut
friar	frist
fried	friede	frieden
friers	friese
fries	friese
frieze	frieren	gefrieren
friezes	frieren
fright	fracht
frights	fracht
frisk	frisch
frivol	frivol
frivolous	frivol
fro	fron
frock	frack
froes	frost
frog	fragen
from	fromm
frond	front
front	front	fron
frontal	frontal
frontally	frontal
frontals	frontal
fronter	front
fronting	front
fronts	front
frosh	frosch	frost
frost	frost	front
frostily	frostig
frostiness	frost
frosting	frost	frostig
frostings	frostig
frosts	frost	front
frosty	frost	frostig
frugalities	frugalität
frugality	frugalität
frusta	frust
frustum	frust
fry	frisch
fugal	fuge
fugue	fuge
fuhrer	führer	führen
fuhrers	führer
fulfill	ausfüllen
fulfilled	ausfüllen
fulfills	ausfüllen
fulled	füllen
fuller	füller
fullered	füller
fulleries	füller
fullers	füller
fullery	füller
fulminant	fulminant
fulminator	fulminant
fumble	fummel	fummeln
fumbling	fummeln	fummel
function	funktionieren	funktion
functional	funktional
functionalities	funktionalität
functionality	funktionalität
functionally	funktional	funktionell
functionary	funktional	funktionär
functioning	funktionieren
fund	fund
fundament	fundament
fundamental	fundamental
fundamentals	fundamental
funk	funk	funken
funked	funken
funker	funken
funking	funken
fur	furt	für
furies	furie
furioso	furios
furious	furios
furor	furore
furore	furore
furores	furore
furtive	furt
furuncle	furunkel
fury	furt	furie	für
furze	furz	fürze
furzes	fürze
fusel	fusel
fusels	fusel
fusil	fusel
fusils	fusel
fusing	fusion
fusion	fusion
fusional	fusion
fusions	fusion
fustian	futter
fusty	futter
futural	futur
future	futur
futurist	futuristisch
futuristic	futuristisch
futuristically	futuristisch
ga	gen
gab	gabe	gab
gable	gabel	gabeln
gaff	gaffen
gaffe	gaffen
gaffed	gaffen
gaffer	gaffen
gaffes	gaffen
gaffing	gaffen
gag	gag
gags	gag
gait	garten
gaited	garten
gaiter	garten
gaiting	garten
gaits	garten
gal	galle
gala	gala
galas	gala
galax	galaxie
galaxies	galaxie
galaxy	galaxie
gall	galle
gallant	galant
gallantly	galant
gallants	galant
galleries	galerie	gallerie
gallery	galerie	gallerie
gallic	gallisch
gallon	gallone
gallons	gallone
gallop	galopp
galls	galle
gallus	galle
galvanic	galvanisch
galvanically	galvanisch
galvanometer	galvanometer
galvanometers	galvanometer
gang	gang
ganges	gänge
ganging	gängig
gangs	gang
gangster	gangster
gangsters	gangster
gangway	gang	ging	gang
gangways	gangway
gar	gar	garn
garage	garage
garages	garage
garaging	garage
garb	garbe	gar
garble	garbe
garbler	garbe
garbo	garbe
garde	garde	garten
garden	garten	garde
gardenia	garten
gardening	garten
gardens	garten
garniture	garnitur
gars	gar	garn	gasse
garter	garten
gary	gar	garten
gas	gas	gar
gash	gas
gasify	gastieren
gasser	gasse
gasses	gasse
gassing	gasse
gassy	gasse
gastritis	gastritis
gastronome	gastronomie
gastronomes	gastronomie
gastronomical	gastronomisch
gastronomically	gastronomisch
gastronomy	gastronomie
gat	gatte
gate	gatte
gates	gatte
gateways	gateway
gather	gatter
gathered	gatter
gathers	gatter
gating	gang
gats	gatte
gauls	gaul
gavel	gabel
gavels	gabel
gay	gag
gaze	gaze
gazelle	gazelle
gazelles	gazelle
gazer	gast
gazes	gaze
gazette	gazette
gazettes	gazette
geeing	geeint
geiger	geiger	geige
gelatin	gelatine
gelatine	gelatine
gelatines	gelatine
gelatins	gelatine
geld	geld
gelee	gelee
gelees	gelee
gelled	gellen
gelt	gelten
gelts	gelten
gem	gemisch
geminated	gemisch
gems	gemse
gemutlich	gemütlich
gemutlichkeit	gemütlichkeit
gen	gen
genal	gen
gendarme	gendarm
gene	gen
general	general
generalities	generalität
generality	generalität	general
generalize	generalisieren
generalizer	generalisieren	generalisierung
generalizes	generalisieren
generalizing	generalisierung	generalisieren
generally	general
generals	general
generalship	generalität
generating	generation
generation	generation
generations	generation
generative	generation
generator	generator
generators	generator
generic	generisch
generically	generisch
generous	generisch	general
geneses	genesen
genetic	genetisch
genetically	genetisch
geneticist	genetisch
genial	genial
geniality	genialität	genial
genially	genial
genic	gen
genie	genie
genies	genie
genitalia	genitalien
genitive	genitiv
genius	genius
genoa	genua
genre	genre
genres	genre
gens	gen
gent	gen
geodes	mode
geographically	geographisch
geographies	geographie
geography	geographie	geographisch
geologer	geologe
geologic	geologisch
geological	geologisch
geologically	geologisch
geologies	geologie
geologist	geologe
geology	geologie	geologisch
geometer	geometer
geometers	geometer
geometric	geometrisch
geometrical	geometrisch
geometrically	geometrisch
geometries	geometrie
geometry	geometrie	geometrisch
georgia	georgien
geostationary	geostationär
geranium	geranie
geriatrics	geriatrie
german	germanisch	germane
germane	germane	germanisch
germanely	germane
germanic	germanisch
germanium	germanisch
germans	germane
gerontologies	gerontologie
gerontology	gerontologie
gestalt	gestalt	gestalten
gestalten	gestalten
gestalts	gestalt	gestalten
geste	geste	gäste
gestes	geste	gäste
gests	geste
gesundheit	gesundheit
getter	götter
gettered	götter
getters	götter
ghetto	ghetto	getto
ghettoes	ghetto	getto
ghettoing	ghetto
ghostwriter	ghostwriter
ghostwriters	ghostwriter
giant	gigant
giants	gigant
gibes	gerben
gibraltar	gibraltar
gift	gift	giften
gifted	giften	giftig
gifting	giftig
gifts	gift	giften
gigantic	gigantisch	gigant
gigantically	gigantisch
gigantism	gigantisch
gigged	gegen
gigging	gegen	gegend
gigolo	gigolo
gild	gilde	geld
gilder	gilde
gilds	gilde	gulden
gilts	gelten
gin	ging	gen
gins	gen	ging
gip	gips
gips	gips
giraffe	giraffe
giraffes	giraffe
give	geben
given	geben
givens	geben
giver	geber
glad	glied
glance	glanz	glänzen
glanced	glänzen
glances	glanz	glänzen
glasgow	glasgow
glass	glas
glaze	glasieren
glees	glied
glob	globus
global	global
globally	global
globate	global
globetrotter	globetrotter
globetrotters	globetrotter
globoid	globus
globous	globus
gloss	glosse
glosser	glosse
glosses	glosse
glossy	glosse
glycol	glykol
glycols	glykol
gnome	gnom
gnomic	gnom
gnomist	gnom
gnomon	gnom
gnoses	gnosis
gnosis	gnosis	gnom
going	ging
goings	ging
gold	gold	golden	geld
golden	golden
golder	golden
golds	golden
golf	golf
gondola	gondel
gondolas	gondel
gong	gong
gongs	gong
goon	gong
gorgonzola	gorgonzola
gorilla	gorilla
gorillas	gorilla
gorki	gorki	gurke
gorse	gosse
gorses	gosse
gorsy	gosse
got	gott
goth	gott
gotten	gott
gouda	gouda
goulash	gulasch
gourd	gurt
gourde	gurt
gout	gut
gouts	gut
gouty	gut
governance	governanz
grab	grab
graben	graben
grabens	grabens	graben
graciousness	grazie
grad	grad	grat
gradation	grad
grade	grad
gradient	gradient
gradients	gradient
gradually	graduell
gram	gramm
grammar	grammatik
grammarian	grammatisch
grammatical	grammatisch
grammatically	grammatisch
gramme	gramm	grammatisch
grammies	grammatik
granary	granat
grandiose	grandios
grandiosity	grandios
granite	granit
granulate	granulat
grape	graph
graph	graph	grafik	graf
graphic	graphisch	graphik
graphical	graphisch
graphically	graphisch
graphics	graphik	grafik
graphite	graphit
graphological	graphologisch
graphologist	graphologe
graphology	graphologisch	graphik	graphologe
gras	gras	grasen	grad
grass	gras
grasses	grasen
grata	grat
grate	grat
grates	gratis
gratia	gratis
gratification	gratifikation
gratifications	gratifikation
gratins	gratis
gratis	gratis
grave	gravieren
graven	graben	gravieren
graves	gravieren
gravies	gravieren
graving	gravierung	gravieren
gravitating	gravitation
gravitation	gravitation
gravure	gravur
graze	grasen
grazed	grasen
grazes	grasen
grebe	graben
grebes	graben
greenhorn	greenhorn
greenhorns	greenhorn
grenada	grenada
greta	gräte
greys	greis
grill	grillen
grille	grillen
grilled	grillen
griller	grillen
grilles	grillen
grills	grillen
grimace	grimasse
grind	grund
grins	grinsen
griots	grotte
grip	grips
gripes	gruppe
grippe	grippe
gripper	grippe
grippes	grippe
grips	grips
grog	groß	grog	grog
grogs	grog	grog
groins	grinsen
grommet	gramm
groschen	groschen
grot	grotte
grotesque	grotesk
grots	grotte
grotto	grotte
ground	grund
groundless	grundlos
groundlessly	grundlos
grub	grub	grube
grubs	grube
grunion	grünen
grunions	grünen
grunt	grund	grün
guanos	gans
guar	gar	garn
guaranties	garantie
guaranty	garantie
guard	garde
guarder	garde
guards	garde
guars	gar	garn
guck	gucken
guff	gaffen
guitar	gitarre
gulden	gulden
guldens	gulden
gulley	gelee
gum	gen
gummy	gummi
gunk	ging
gurgle	gurgel
gurgling	gurgel
guru	guru	guru
gusto	gusto
gustoes	gusto
gut	gut
guts	gut
guy	gut
gymnasia	gymnasien
gymnasium	gymnasium
gymnast	gymnastisch
gymnastic	gymnastisch	gymnastik
gymnastically	gymnastisch
gymnastics	gymnastik
gynecologic	gynäkologisch
gynecologies	gynäkologie
gynecologist	gynäkologe
gynecology	gynäkologie	gynäkologisch
gyp	gips
gyps	gips
gyring	gering
gyro	giro
habilitation	habilitation
habitual	habitus
hack	hacken
hacked	hacker	hacken
hacker	hacker	hacken
hackers	hacker
hacking	hacken
had	hat
hades	hades
haft	haft	haften
hafted	haften	haftet
hafter	haften	haft
hafting	haften	haft
hafts	haft	haften
hag	hagen	hat
hahnium	hahn
hair	haar
haired	haar
hairs	haar
hairy	haar
haiti	hain
hake	haken
hakes	haken
hale	hallen
haled	hallen
haleness	hallen
haler	hallen
half	half	hafen	helfen
halftime	haften
halftone	haften
hall	hall	hallen	saal
hallah	allah
hallo	hallo	hall
halloes	hallo
hallos	hallen
halls	hallen	hall	hals
halo	hallo	hall
haloes	hallo
halogen	halogen
halogenous	halogen
halogens	halogen
haloing	hallo
halt	halter	halt	halten
halted	halter	halten
halter	halter	halten
haltered	halter
haltering	halter	halterung
halters	halter
halting	halter	halten
halts	halten	halt	gehalt
hamburg	hamburg	burg
hamburger	hamburger
hamburgers	hamburger
hamburgs	hamburg	burg
hammed	hammer
hammer	hammer
hammered	hammer
hammering	hammer
hammers	hammer
hamming	hammer
hamper	hammer
hampered	hammer
hampering	hammer
hampers	hammer
hampshire	hampshire
hamster	hamster
hamsters	hamster
hamstring	hamster
hance	hand
hand	hand
handbag	handtasche
handel	handel	händel
handicap	handicap
handily	handel
handiness	hand
handle	handel
handler	händler
handlers	händler
handling	handlung
handlings	handlung
handshake	handshake
handshakes	handshake
handwork	handwerk
handy	hand
hang	hang	hand
hangar	hangar
hangared	hangar
hangaring	hangar
hangars	hangar
hanged	hängen
hangs	hang	hing
hank	hang
hanoi	hanoi
hard	hart
harden	härten
hardens	härten
hardware	hardware
hardwares	hardware
hare	harren
hared	harren
harem	harem
hares	harren
hark	harken
harked	harken
harken	harken
harkening	harken
harkens	harken
harking	harken
harlem	harlem
harlequin	harlekin
harmless	harmlos
harmonic	harmonisch
harmonically	harmonisch
harmonies	harmonie
harmonious	harmonisch
harmonium	harmonium	harmonie
harmonize	harmonisieren
harmonizes	harmonisieren
harmonizing	harmonisierung
harmony	harmonie
harness	harn
harsh	harsch
harsher	harsch
hart	hart
harts	hart
harvard	harvard
has	hasen
hash	haschen
hashed	haschen
hashes	haschen
hashing	haschen
hasps	hasten
hast	hasten
hasta	hasten
haste	hasten
hasted	hasten
hasten	hasten	tasten
hastening	hasten
hastens	hasten	tasten
hastes	hasten	hastet
hastily	hastig
hastiness	hasten
hasty	hasten
hat	hat	hatte
hate	hat	hatte
hates	hatte
hath	hat
hating	hang	hat
hats	hatte	hat
hatter	hatte
have	haben
haven	haben
havens	haben
hawaii	hawaii
hay	hai
hayed	hagen
hayes	hagen
haze	hasen
hazed	hasen
hazer	hasen
hazes	hasen
he	her
heal	heil
hear	heer
hears	heer
heater	theater
heck	heck	hecken
hectare	hektar
hectic	hektisch
hectical	hektisch
hectically	hektisch
hedonically	hedonistisch
hedonistic	hedonistisch
hee	heer
heft	heft	heften
hefted	heftig	heften
hefter	heft
heftily	heftig
heftiness	heft
hefting	heftig	heft
hefts	heft	heften
hefty	heft	heftig	heften
hegemonies	hegemonie
hegemony	hegemonie
heifer	eifer
heifers	eifer
heil	heil	heilen
heiled	heilen	heilig
heiling	heilig	heilung
heils	heil	heilen
hektare	hektar
held	held
hell	hell	hellen
helled	hellen
hellene	hellen	hellenisch
hellenes	hellene
hellenic	hellenisch	hellen
hellenism	hellenismus	hellenisch
hellenist	hellen
hellenistic	hellenisch
heller	hellen
helling	helling	hellen
hellion	hell	hellen
hellions	hellen
hello	hell
helloing	helling
hellos	hellen
hells	hell	hellen
helm	helm
helmet	helm
helped	helfen
helper	helfer	helfen
helpers	helfer
helpless	hilflos
helsinki	helsinki
hemmed	hemmen
hemmer	hämmer	hemmen
hemmers	hämmer
hemorrhoid	hämorrhoiden
hemorrhoids	hämorrhoiden
hempen	hemmen
hen	henne
henna	henne
hennery	henne
her	her
herb	herb	her
herbaria	herbarien
herbarium	herbarium	herbarien
herd	herd
here	her
hermetic	hermetisch
hermetical	hermetisch
hermetically	hermetisch
hero	her
heroic	heroisch
heroical	heroisch
heroically	heroisch
heroin	heroin	hering
heroine	heroin
heroins	heroin
heroism	heroisch
heron	her
herr	herr	her
herring	hering
herrings	hering
hers	her
hertz	herz	erz
hertzes	herzen
hessian	hessisch	hesse
hest	hesse
heterogeneous	heterogen
heterogenous	heterogen
heuristic	heuristisch	heuristik
heuristics	heuristik
hews	ews
hex	hexen
hexadecimal	hexadezimal
hexameter	hexameter
hexameters	hexameter
hexed	hexen	hexer
hexer	hexer	hexen	hexe
hexers	hexer
hexes	hexen	hexe
hexing	hexen
hexyl	exil
hexyls	exil
hey	heer
hi	hit
hick	heck	hecken
hide	seiden
hided	seiden
hides	heide
hierarch	hierarchie
hierarchal	hierarchisch
hierarchial	hierarchisch	hierarchie
hierarchic	hierarchisch
hierarchical	hierarchisch
hierarchically	hierarchisch
hierarchies	hierarchie
hierarchy	hierarchie	hierarchisch
hilt	hilft
hilts	hilft
hinder	hindern
hindering	behinderung
hinders	hindern
hindrance	hindernis
hindus	hindus
hinge	hing
hinny	henne
hint	hinter	hin	hinten
hinted	hinter	hinten
hinter	hinter
hinters	hinter
hinting	hinter
hints	hinten
hip	chip	haft
hippie	hippie
hippies	hippie
hippodrome	hippodrom
hippy	hippie
hire	hirn
hiroshima	hiroshima
his	hin
hiss	hissen
hissed	hissen
hisser	hissen
hisses	hissen
hissing	hissen
hist	hin
histed	historisch
historian	historisch	historiker
historic	historisch
historical	historisch
historically	historisch
histories	historie
history	historisch	historie
hit	hit
hits	hit
hoarfrost	frost	front
hoarfrosts	frost	front
hob	hob
hobbies	hobbies
hobbyist	hobbyist
hobbyists	hobbyist
hoc	hoch
hock	hocken
hocked	hocken	hocker
hocker	hocker	hocken	hacker
hockers	hocker	hacker
hockeys	hockey
hocking	hocken
hod	hoden	haft
hods	hoden
hoi	hai
hoisted	husten
hoists	husten
hoke	hoch	choke
hold	hold
holding	holding
holdings	holding
hole	holen
holed	holen
holer	holen
holes	holen
holistic	holistisch
holistically	holistisch
holland	holland
hollander	holländer
hollanders	holländer
hollywood	hollywood
holmium	holm	helm
hologram	hologramm
holograph	holographie	holografie
holographies	holographie
holography	holographie	holografie
holstein	holstein	holsteinisch
holsteins	holstein
holt	holz
holts	geholt
homburg	hamburg
homburgs	hamburg
homeland	homeland
homeopath	homöopath
homeopathic	homöopathisch
homeopathically	homöopathisch
homeopathy	homöopathisch
homeric	homerisch
homogeneity	homogenität
homogeneous	homogen
homogeneousness	homogenität
homosexual	homosexuell
homosexuality	homosexualität
homosexually	homosexuell
honed	honig
hongkong	hongkong
honing	honig
honor	horn
honoraries	honorar
honorarium	honorar
honorary	honorar
honorific	honorig
honors	horn
hops	hopsen
hor	horn	hort
horal	choral
horde	horde
hordes	horde
horizon	horizont
